COLLEGE,"CONTROL NUMBER",TITLE,"TOP CODE","CIP CODE",GOAL,AWARD,"SUB AWARD","APPROVED DATE","CERT UNITS","MAJOR UNITS",STATUS
"ALLAN HANCOCK",05892,"Fire Technology","2133.00* Fire Technology",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,30.00-30.00/30.00-30.00,Active
"ALLAN HANCOCK",19930,"Fire Technology","2133.00* Fire Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,30.00-30.00/30.00-30.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",30934,"Floral Design","0109.20* Floriculture / Floristry",," - ",,,2011-11-02,,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",24217,"Gardening and Landscaping","0109.00* Horticulture",," - ",,,2010-06-30,,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",07181,"Graphic Communication","1030.00* Graphic Art and Design",,"C - CTE","A.S. Degree",,1980-01-01,0.00-0.00/0.00-0.00,37.00-37.00/37.00-37.00,Active
"ALLAN HANCOCK",31001,"Green Landscaping & Gardening","0109.00* Horticulture","01.0601 Applied Horticulture/Horticulture Operations, General.","C - CTE","Noncredit program",,2011-12-14,,,Active
"ALLAN HANCOCK",31713,History,"2205.00 History","54.0101 History, General.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/18.00-18.00,Active
"ALLAN HANCOCK",18578,IGETC,"4901.10 Transfer Studies",,"T - Transfer","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2008-01-01,37.00-37.00/37.00-37.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",24167,"Income Tax Preparation","0502.00* Accounting","52.0302 Accounting Technology/Technician and Bookkeeping.","O - Local","Noncredit program",,,,,Active
"ALLAN HANCOCK",19935,"Interior Design Merchandising","1302.00* Interior Design and Merchandising",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1984-01-01,24.00-24.00/24.00-24.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",07186,"Interior Design","1302.00* Interior Design and Merchandising","50.0408 Interior Design.","C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,24.00-24.00/24.00-24.00,Active
"ALLAN HANCOCK",24138,"Interior/Exterior Maintenance Repair Technology Certificate","0952.00* Construction Crafts Technology",," - ",,,2010-06-30,,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",07191,"Global Studies","2210.00 International Studies","45.0901 International Relations and Affairs.","O - Local","A.A. Degree",,2012-04-29,,34.00-34.00/34.00-34.00,Active
"ALLAN HANCOCK",19920,"LVN to RN","1230.10* Registered Nursing","51.3801 Registered Nursing/Registered Nurse.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1989-01-01,30.00-30.00/30.00-30.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",05900,LVN-to-RN,"1230.10* Registered Nursing","51.3801 Registered Nursing/Registered Nurse.","C - CTE","A.S. Degree",,1989-01-01,0.00-0.00/0.00-0.00,26.50-26.50/26.50-26.50,Active
"ALLAN HANCOCK",10147,"Liberal Arts","4901.00 Liberal Arts and Sciences, General",," - ","A.A. Degree",,,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",18605,"Liberal Arts-Nontransfer: Arts & Humanities","4901.00 Liberal Arts and Sciences, General",,"T - Transfer","A.A. Degree",,2008-01-01,,18.00-18.00/18.00-18.00,Inactive
"ALLAN HANCOCK",18606,"Liberal Arts-Nontransfer: Mathematics & Science","4902.00 Biological and Physical Sciences (and Mathematics)",," - ","A.A. Degree",,2008-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"ALLAN HANCOCK",18607,"Liberal Arts-Nontransfer: Social & Behavioral Sciences","4901.00 Liberal Arts and Sciences, General",," - ","A.A. Degree",,2008-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"ALLAN HANCOCK",18574,"Liberal Arts: Arts & Humanities","4901.00 Liberal Arts and Sciences, General","24.0101 Liberal Arts and Sciences/Liberal Studies.","T - Transfer","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
"ALLAN HANCOCK",18575,"Liberal Arts- Mathematics & Science","4902.00 Biological and Physical Sciences (and Mathematics)","30.0101 Biological and Physical Sciences.","T - Transfer","A.A. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Active
"ALLAN HANCOCK",18576,"Liberal Arts: Social & Behavioral Sciences","4901.00 Liberal Arts and Sciences, General","24.0101 Liberal Arts and Sciences/Liberal Studies.","T - Transfer","A.A. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Active
"ALLAN HANCOCK",14558,"Liberal Studies","4901.20 Liberal Studies",," - ","A.A. Degree",,2003-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",18532,"Liberal Studies - Elementary Teacher Preparation","4901.20 Liberal Studies",,"T - Transfer","A.A. Degree",,2008-01-01,0.00-0.00/0.00-0.00,29.00-29.00/29.00-29.00,Inactive
"ALLAN HANCOCK",19910,"Machine Technology: General Machining","0956.30* Machining and Machine Tools",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,27.00-27.00/27.00-27.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",05861,"Machine Technology: General Machining","0956.30* Machining and Machine Tools",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,33.00-33.00/33.00-33.00,Inactive
"ALLAN HANCOCK",19911,"Machine Technology: Maintenance Machining","0956.30* Machining and Machine Tools",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,30.00-30.00/30.00-30.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",15597,"Machine Technology: Maintenance Machining","0956.30* Machining and Machine Tools",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,33.00-33.00/33.00-33.00,Inactive
"ALLAN HANCOCK",19912,"Machining and Manufacturing Technology","0956.30* Machining and Machine Tools",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2012-08-09,25.00-25.00/25.00-25.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",15598,"Machining and Manufacturing Technology","0956.30* Machining and Machine Tools",,"C - CTE","A.S. Degree",,2012-04-29,25.00-25.00/25.00-25.00,25.00-25.00/25.00-25.00,Active
"ALLAN HANCOCK",05844,Management,"0506.00* Business Management",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,33.00-33.00/33.00-33.00,Active
"ALLAN HANCOCK",05845,Marketing,"0509.00* Marketing and Distribution",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,33.00-33.00/33.00-33.00,Active
"ALLAN HANCOCK",30791,Mathematics,"1701.00 Mathematics, General","27.0101 Mathematics, General.","T - Transfer","A.S. T Degree","ADT Degree",,,21.00-21.00/21.00-21.00,Active
"ALLAN HANCOCK",05881,"Mathematics: Computer Science","1701.00 Mathematics, General","27.0101 Mathematics, General.","T - Transfer","A.A. Degree",,2000-01-01,,24.00-24.00/24.00-24.00,Active
"ALLAN HANCOCK",12129,"Mathematics: Physics","1701.00 Mathematics, General","27.0101 Mathematics, General.","T - Transfer","A.A. Degree",,,,26.00-26.00/26.00-26.00,Active
"ALLAN HANCOCK",30429,"Medical Assisting","1208.00* Medical Assisting","51.0801 Medical/Clinical Assistant.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2010-10-06,26.50-26.50/26.50-26.50,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",30492,"Medical Assisting - Medical Billing & Coding","1208.20* Administrative Medical Assisting","51.0710 Medical Office Assistant/Specialist.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2011-01-07,16.00-16.00/16.00-16.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",19917,"Medical Assisting: Clinical","1208.10* Clinical Medical Assisting",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,24.00-24.00/24.00-24.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",05864,Music,"1004.00 Music","50.0901 Music, General.","T - Transfer","A.A. Degree",,,,32.00-32.00/32.00-32.00,Active
"ALLAN HANCOCK",30487,"Paralegal Studies","1402.00* Paralegal",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2011-01-04,24.00-24.00/24.00-24.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",30482,"Paralegal Studies","1402.00* Paralegal","22.0302 Legal Assistant/Paralegal.","C - CTE","A.S. Degree",,2010-12-17,,36.00-36.00/36.00-36.00,Active
"ALLAN HANCOCK",07183,"Pharmacy Technology","1221.00* Pharmacy Technology",,"C - CTE","A.S. Degree",,1999-01-01,0.00-0.00/0.00-0.00,31.50-31.50/31.50-31.50,Inactive
"ALLAN HANCOCK",19919,"Pharmacy Technology","1221.00* Pharmacy Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1999-01-01,31.50-31.50/31.50-31.50,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",05883,Physics,"1902.00 Physics, General","40.0801 Physics, General.","T - Transfer","A.A. Degree",,,,31.00-31.00/31.00-31.00,Approved
"ALLAN HANCOCK",05858,"Plumbing Apprenticeship","0952.30* Plumbing, Pipefitting and Steamfitting",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,30.00-30.00/30.00-30.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",12664,Psychology,"2001.00 Psychology, General","42.0101 Psychology, General.","O - Local","A.A. Degree",,,0.00-0.00/0.00-0.00,25.00-25.00/25.00-25.00,Active
"ALLAN HANCOCK",30363,"Recreation Management","0836.00 Recreation","31.0101 Parks, Recreation and Leisure Studies.","C - CTE","A.S. Degree",,2010-09-12,,21.00-21.00/21.00-21.00,Active
"ALLAN HANCOCK",30364,"Recreation Management","0836.00 Recreation","31.0101 Parks, Recreation and Leisure Studies.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2010-09-12,21.00-21.00/21.00-21.00,,Active
"ALLAN HANCOCK",13700,"Restaurant Management","1307.10* Restaurant and Food Services and Management",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2002-01-01,32.00-32.00/32.00-32.00,,Active
"ALLAN HANCOCK",05894,"Social Science","2201.00 Social Sciences, General",,"T - Transfer","A.A. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Active
"ALLAN HANCOCK",07179,"Sound Technology","1005.00* Commercial Music",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1995-01-01,19.00-19.00/19.00-19.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",19916,"Space Operations: Electronics Technology","0999.00* Other Engineering and Related Industrial Technologies",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1997-01-01,39.00-39.00/39.00-39.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",10145,"Space Operations: Electronics Technology","0999.00* Other Engineering and Related Industrial Technologies",,"C - CTE","A.S. Degree",,1997-01-01,0.00-0.00/0.00-0.00,39.00-39.00/39.00-39.00,Inactive
"ALLAN HANCOCK",05870,Spanish,"1105.00 Spanish","16.0905 Spanish Language and Literature.","O - Local","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
"ALLAN HANCOCK",05879,"Speech Communication","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","O - Local","A.A. Degree",,2001-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"ALLAN HANCOCK",05899,"Transfer Studies","4901.10 Transfer Studies",," - ","A.A. Degree",,1993-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",18579,"UC/CSU Transfer Studies (Math, Engineering & Science Majors)","4901.10 Transfer Studies",,"T - Transfer","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2008-01-01,18.00-18.00/18.00-18.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",05868,"Film and Video Production","0612.20* Film Production","50.0602 Cinematography and Film/Video Production.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,36.00-36.00/36.00-36.00,,Active
"ALLAN HANCOCK",05871,"Vocational Nursing","1230.20* Licensed Vocational Nursing","51.3901 Licensed Practical/Vocational Nurse Training.","C - CTE","A.S. Degree",,,,47.00-47.00/47.00-47.00,Active
"ALLAN HANCOCK",19921,"Vocational Nursing","1230.20* Licensed Vocational Nursing","51.3901 Licensed Practical/Vocational Nurse Training.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,47.00-47.00/47.00-47.00,,Active
"ALLAN HANCOCK",05862,"Welding Technology: General Welding","0956.50* Welding Technology",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,31.00-31.00/31.00-31.00,Active
"ALLAN HANCOCK",19913,"Welding Technology: General Welding","0956.50* Welding Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,31.00-31.00/31.00-31.00,,Active
"ALLAN HANCOCK",19914,"Welding Technology: Metal Fabrication","0956.50* Welding Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,20.00-20.00/20.00-20.00,,Active
"ALLAN HANCOCK",15599,"Welding Technology: Metal Fabrication","0956.50* Welding Technology",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,31.00-31.00/31.00-31.00,Active
"ALLAN HANCOCK",15600,"Welding Technology: Pipe Welding","0956.50* Welding Technology",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,31.00-31.00/31.00-31.00,Active
"ALLAN HANCOCK",19915,"Welding Technology: Pipe Welding","0956.50* Welding Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,19.00-19.00/19.00-19.00,,Active
"ALLAN HANCOCK",11354,"Wildland Firefighting Logistics, Finance, Planning","2133.10* Wildland Fire Technology",," - ","A.S. Degree",,1999-01-01,0.00-0.00/0.00-0.00,30.00-30.00/30.00-30.00,Inactive
"ALLAN HANCOCK",19932,"Wildland Firefighting Logistics, Finance, Planning","2133.10* Wildland Fire Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1999-01-01,30.00-30.00/30.00-30.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",19933,"Wildland Firefighting Prevention, Investigation, Prescribed","2133.10* Wildland Fire Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1999-01-01,30.00-30.00/30.00-30.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",11353,"Wildland Firefighting Prevention, Investigation, Prescribed","2133.10* Wildland Fire Technology",," - ","A.S. Degree",,1999-01-01,0.00-0.00/0.00-0.00,30.00-30.00/30.00-30.00,Inactive
"ALLAN HANCOCK",05869,,"1102.00 French",," - ","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,0.00-0.00/0.00-0.00,,Active
"AMERICAN RIVER",31537,Animation,"0614.40* Animation","10.0304 Animation, Interactive Technology, Video Graphics and Special Effects.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,18.00-18.00/18.00-18.00,,Active
"AMERICAN RIVER",31583,"3D Modeling and Texturing","0614.40* Animation","10.0304 Animation, Interactive Technology, Video Graphics and Special Effects.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,18.00-18.00/18.00-18.00,,Active
"AMERICAN RIVER",31582,"3D Rigging Technical Director","0614.40* Animation","10.0304 Animation, Interactive Technology, Video Graphics and Special Effects.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2012-08-19,21.00-21.00/21.00-21.00,0.00-0.00/0.00-0.00,Active
"AMERICAN RIVER",31560,"3D Technical Director","0614.40* Animation","10.0304 Animation, Interactive Technology, Video Graphics and Special Effects.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,30.00-30.00/30.00-30.00,0.00-0.00/0.00-0.00,Active
"AMERICAN RIVER",07196,Accounting,"0502.00* Accounting","52.0302 Accounting Technology/Technician and Bookkeeping.","C - CTE","A.A. Degree",,,,36.00-36.00/36.00-36.00,Active
"AMERICAN RIVER",20101,Accounting,"0502.00* Accounting","52.0302 Accounting Technology/Technician and Bookkeeping.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,36.00-36.00/36.00-36.00,,Active
"AMERICAN RIVER",17117,"Accounting Clerk","0502.00* Accounting","52.0302 Accounting Technology/Technician and Bookkeeping.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,22.00-22.00/22.00-22.00,,Active
"AMERICAN RIVER",14463,Acting,"1007.00 Dramatic Arts","50.0501 Drama and Dramatics/Theatre Arts, General.","T - Transfer","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2008-01-01,17.00-17.00/17.00-17.00,0.00-0.00/0.00-0.00,Active
"AMERICAN RIVER",30268,"Administration of Justice","2105.00* Administration of Justice","43.0107 Criminal Justice/Police Science.","C - CTE","A.S. Degree",,2010-06-29,,24.00-24.00/24.00-24.00,Active
"AMERICAN RIVER",30984,"Administration of Justice","2105.00* Administration of Justice","43.0103 Criminal Justice/Law Enforcement Administration.","T - Transfer","A.S. T Degree","ADT Degree",,,18.00-18.00/19.00-19.00,Active
"AMERICAN RIVER",04525,"Administrative Professional","0514.00* Office Technology/Office Computer Applications","52.0401 Administrative Assistant and Secretarial Science, General.","C - CTE","A.A. Degree",,,,31.00-31.00/32.00-32.00,Active
"AMERICAN RIVER",15615,"Advanced Electronics and Telecommunications","0934.00* Electronics and Electric Technology","15.0303 Electrical, Electronic, and Communications Engineering Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2008-01-01,17.00-17.00/17.00-17.00,,Active
"AMERICAN RIVER",04522,"Advertising and Sales Promotion","0509.10* Advertising","09.0903 Advertising.","C - CTE","A.A. Degree",,1965-01-01,,39.00-39.00/40.00-40.00,Active
"AMERICAN RIVER",14684,Anthropology,"2202.00 Anthropology","45.0201 Anthropology, General.","O - Local","A.S. Degree",,,,18.00-18.00/19.00-19.00,Active
"AMERICAN RIVER",17932,"Apprenticeship: Sheet Metal-Residential","0956.40* Sheet Metal and Structural Metal",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2008-01-01,28.00-28.00/28.00-28.00,0.00-0.00/0.00-0.00,Inactive
